Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( ( n >= ( 1 * x ) && x >= ( 0 * x ) ) || ( x >= ( 0 * 0 ) && x <= ( -10000 * x ) ) ), Passed, Yes, "None",  15,  62.27
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  12,  26.98
104, fuzz_spec, ( x <= n || n < ( 0 + 0 ) || x == ( n * 0 ) ), Passed, Yes, "[Or(x <= n, Not(0 <= n), x == 0)]",  13,  48.18
105, fuzz_spec, ( ( x <= 0 && x == ( x - 0 ) ) || ( x <= ( 1 + n ) && n >= x ) ), Passed, Yes, "[Or(x <= 0, And(x <= 1 + n, n >= x))]",  14,  101.90
10, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.04
116, fuzz_spec, ( sn == 1 || ( x <= ( 1 - -1 ) && sn < sn ) || ( sn == x && x >= -1 ) ), Failed, Yes, "None",  8,  11.38
11, fuzz_spec, ( ( y == ( 0 + 10 ) && y > ( x * 10 ) ) || y > 0 || x < ( 10 + 10 ) ), Failed, Yes, "[Or(And(y == 10, Not(y <= 10*x)), Not(20 <= x), Not(y <= 0))]",  12,  18.54
120, fuzz_spec, ( i <= ( 1 + 8 ) && sn < ( 8 + sn ) && sn == ( i - 1 ) ), Passed, Yes, "[i <= 9]",  25,  633.73
128, fuzz_spec, ( ( x >= 1 && y < ( 1 * x ) ) || x >= 1 || y >= 1 ), Passed, Yes, "[Or(And(x >= 1, Not(x <= y)), x >= 1, y >= 1)]",  8,  12.18
129, fuzz_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  8,  13.97
12, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.34
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  9,  12.93
13, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.41
14, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.75
15, fuzz_spec, ( ( m <= 0 || m < n ) ), Passed, Yes, "[Or(m <= 0, Not(n <= m))]",  23,  52.50
16, fuzz_spec, ( ( x >= 0 || m < 0 ) && m >= 0 ), Passed, Yes, "[Or(x >= 0, Not(0 <= m)), m >= 0]",  15,  33.65
17, fuzz_spec, ( x >= ( m - 1 ) || n <= 1 || ( m > ( 1 * x ) && x == x ) ), Failed, Yes, "[Or(n <= 1, x >= -1 + m, Not(m <= x))]",  2,  2.73
