Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( ( x == ( x + x ) && n >= -10000 ) || n >= ( 1 * x ) || ( x < n && n >= ( -10000 + x ) ) ), Passed, Yes, "None",  10,  63.35
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  13,  23.21
104, fuzz_spec, ( ( x <= n && x > ( 0 - 0 ) ) || x <= ( x * 0 ) || x <= n ), Passed, Yes, "[Or(x <= n, x <= 0, And(x <= n, Not(x <= 0)))]",  9,  22.54
105, fuzz_spec, ( ( x <= 0 || n >= ( x - 0 ) ) ), Passed, Yes, "[Or(x <= 0, n >= x)]",  8,  18.27
10, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.70
116, fuzz_spec, ( ( x < ( -1 + x ) || x <= ( 1 + 1 ) ) && ( sn == ( x * x ) || x == sn ) ), Failed, Yes, "None",  9,  14.01
11, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.05
120, fuzz_spec, ( i <= ( 8 * 8 ) ), Failed, Yes, "[i <= 64]",  11,  31.56
128, fuzz_spec, ( x > ( 1 - 1 ) || ( x >= ( y + x ) && x > ( 1 * 1 ) ) ), Passed, Yes, "[Or(Not(x <= 0), And(0 >= y, Not(x <= 1)))]",  9,  17.99
129, fuzz_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  8,  17.88
12, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  3.99
133, fuzz_spec, ( x < ( 1 * 0 ) || n >= ( x + 0 ) ), Failed, Yes, "[Or(Not(0 <= x), n >= x)]",  1,  1.32
13, fuzz_spec, ( x <= ( y + 2 ) || ( y == ( 0 * x ) && x < ( x - 4 ) ) ), Passed, Yes, "[x <= 2 + y]",  13,  61.03
14, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.06
15, fuzz_spec, ( ( m == 1 || m < 1 ) && ( n <= ( x + x ) || m >= ( x - n ) ) && ( n >= 0 || m <= x ) ), Failed, Yes, "[Or(m == 1, Not(1 <= m)),
 Or(n <= 2*x, m >= x + -1*n),
 Or(n >= 0, m <= x)]",  22,  38.18
16, fuzz_spec, ( n >= ( 0 * x ) || m >= 0 ), Failed, Yes, "[Or(m >= 0, n >= 0)]",  1,  1.33
17, fuzz_spec, ( ( m < n && n >= n ) || n <= 1 ), Passed, Yes, "[Or(Not(n <= m), n <= 1)]",  15,  36.85
18, fuzz_spec, ( ( x > ( n - n ) && m < ( m * 10000 ) ) ), Passed, Yes, "[Not(x <= 0), Not(m <= 0)]",  10,  21.39
19, fuzz_spec, ( ( x <= ( n + 0 ) && n < ( n - m ) ) || ( x > ( n - m ) && m <= 1 ) || ( m == ( n + x ) && x == m ) ), Failed, Yes, "[Or(And(x <= n, Not(m >= 0)),
    And(m == n + x, x == m),
    And(Not(x <= n + -1*m), m <= 1))]",  7,  9.61
20, fuzz_spec, ( n < ( 0 * 0 ) || ( m <= x && m >= ( x * 0 ) ) ), Passed, Yes, "[Or(Not(0 <= n), And(m <= x, m >= 0))]",  22,  265.31
21, fuzz_spec, ( m > ( 1 - 10000 ) || n > ( -10000 + 10000 ) ), Failed, Yes, "None",  2,  2.68
22, fuzz_spec, ( ( m >= 1 && x > ( 1 - 1 ) ) ), Passed, Yes, "[m >= 1, Not(x <= 0)]",  23,  65.68
