Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
100, fuzz_spec, ( y == 10000 || x == ( n - y ) ), Failed, Yes, "[Or(y == 10000, x == n + -1*y)]",  10,  35.38
101, c_nl_spec, ( ( n >= ( 0 + x ) && n == n ) || ( n == n && x <= ( 10000 + -10000 ) ) ), Passed, Yes, "None",  14,  33.02
101, c_spec, ( ( x == x || n <= ( x - x ) ) && ( x == ( 0 - 0 ) || x <= ( n - 0 ) ) && ( n == n ) ), Passed, Yes, "[Or(x == 0, x <= n)]",  10,  5.95
101, fuzz_spec, ( ( x < ( n * -10000 ) && x > n ) || n >= ( x - 0 ) ), Passed, Yes, "None",  12,  57.12
103, c_nl_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  37,  2.89
103, c_spec, ( ( x <= 100 || x == ( 0 + 1 ) ) ), Passed, Yes, "[Or(x <= 100, x == 1)]",  49,  4.20
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  11,  115.63
104, c_nl_spec, ( ( n >= ( n + 0 ) && x < ( 1 + n ) ) || x <= 0 || ( n == ( x * 0 ) && x < 0 ) ), Passed, Yes, "[Or(Not(n <= -1 + x), x <= 0, And(n == 0, Not(0 <= x)))]",  10,  35.21
104, c_spec, ( ( x < ( n + 1 ) || x == ( 0 - 0 ) ) ), Passed, Yes, "[Or(Not(n <= -1 + x), x == 0)]",  9,  8.44
104, fuzz_spec, ( x < ( n + 1 ) || n < ( 0 * 0 ) || ( x <= ( 0 * 0 ) && n > x ) ), Passed, Yes, "[Or(Not(n <= -1 + x), Not(0 <= n), And(x <= 0, Not(n <= x)))]",  8,  117.39
105, c_nl_spec, ( ( x <= n || x >= ( x + x ) ) ), Passed, Yes, "[Or(x <= n, x <= 0)]",  8,  3.47
105, c_spec, ( ( x <= n || x == 0 ) ), Passed, Yes, "[Or(x <= n, x == 0)]",  13,  10.69
105, fuzz_spec, ( ( n >= ( x * 1 ) || x < ( x - n ) ) ), Passed, Yes, "[Or(Not(n >= 0), n >= x)]",  9,  214.41
106, fuzz_spec, ( j <= ( j * -10000 ) ), Failed, Yes, "None",  7,  10.02
109, fuzz_spec, ( ( k <= ( c + m ) || k == 0 ) ), Failed, Yes, "[Or(k == 0, k <= c + m)]",  19,  162.67
10, c_nl_spec, ( ( y <= ( y + 0 ) && x < ( 4 + y ) ) ), Passed, Yes, "[Not(y <= -4 + x)]",  11,  2.14
10, c_spec, ( ( y >= ( x - 2 ) ) && ( x > ( 0 - 0 ) || x > ( x - 2 ) ) ), Passed, Yes, "[y >= -2 + x]",  33,  49.16
10, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.72
110, fuzz_spec, ( i >= 0 && i <= ( 1 + 1 ) && ( sn == ( i - 1 ) || sn == ( i + n ) ) ), Failed, Yes, "[i >= 0, i <= 2, Or(sn == -1 + i, sn == i + n)]",  15,  109.69
116, c_nl_spec, ( sn == x ), Passed, Yes, "[]",  15,  4.24
116, c_spec, ( ( sn == x ) && ( x < ( sn + x ) || sn <= sn ) && ( x >= sn ) ), Passed, Yes, "[]",  19,  2.44
116, fuzz_spec, ( sn == x ), Passed, Yes, "[]",  13,  25.90
11, c_nl_spec, ( x <= ( y + 10 ) ), Passed, Yes, "[x <= 10 + y]",  9,  30.36
11, c_spec, ( ( y > ( x - 20 ) ) && ( x <= ( x + y ) || y > ( 10 - 0 ) ) ), Passed, Yes, "[Not(y <= -20 + x), Or(Not(y <= 10), 0 <= y)]",  25,  40.17
11, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.00
120, c_nl_spec, ( ( sn == ( i - 1 ) && sn <= 8 ) ), Passed, Yes, "[i <= 9]",  22,  137.02
120, fuzz_spec, ( ( i == ( 1 - sn ) || sn <= ( sn - 1 ) ) ), Failed, Yes, "[]",  19,  465.08
121, fuzz_spec, ( ( i <= ( 8 + 1 ) && i > ( sn - 1 ) ) ), Failed, Yes, "[i <= 9, Not(i <= -1 + sn)]",  26,  273.74
128, c_nl_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  15,  3.85
128, c_spec, ( ( y < ( y + x ) ) && ( x > ( x - x ) ) ), Passed, Yes, "[Not(x <= 0)]",  11,  0.71
128, fuzz_spec, ( ( x >= 1 && y < ( 1 * x ) ) || x >= 1 || y >= 1 ), Passed, Yes, "[Or(And(x >= 1, Not(x <= y)), x >= 1, y >= 1)]",  8,  111.15
129, c_nl_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  15,  3.86
129, c_spec, ( ( y < ( y + x ) ) && ( x > ( x - x ) ) ), Passed, Yes, "[Not(x <= 0)]",  11,  0.72
129, fuzz_spec, ( ( x >= 1 && y < ( 1 * x ) ) || x >= 1 || y >= 1 ), Passed, Yes, "[Or(And(x >= 1, Not(x <= y)), x >= 1, y >= 1)]",  8,  111.24
12, c_nl_spec, ( x < ( 20 + y ) ), Passed, Yes, "[Not(y <= -20 + x)]",  19,  4.89
12, c_spec, ( ( x < ( y + 20 ) ) ), Passed, Yes, "[Not(y <= -20 + x)]",  25,  12.47
12, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.36
130, fuzz_spec, ( ( x1 == ( d1 * d1 ) || d2 <= ( x2 + d2 ) ) && ( x3 >= 0 || d2 >= 0 ) && ( x3 == d3 || d1 >= ( 0 + d1 ) ) ), Failed, Yes, "[Or(x1 == d1*d1, 0 <= x2), Or(x3 >= 0, d2 >= 0)]",  9,  15.17
