Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, c_nl_spec, ( ( n >= ( 0 + x ) && n == n ) || ( n == n && x <= ( 10000 + -10000 ) ) ), Passed, Yes, "None",  14,  33.02
101, c_spec, ( ( x == x || n <= ( x - x ) ) && ( x == ( 0 - 0 ) || x <= ( n - 0 ) ) && ( n == n ) ), Passed, Yes, "[Or(x == 0, x <= n)]",  10,  5.95
101, fuzz_spec, ( ( n >= ( n * 1 ) && x >= ( 1 + x ) ) || ( x <= ( n + 0 ) && x < ( n + 1 ) ) || x >= ( x + x ) ), Passed, Yes, "[Or(And(x <= n, Not(n <= -1 + x)), x <= 0)]",  12,  101.24
103, c_nl_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  37,  2.89
103, c_spec, ( ( x <= 100 || x == ( 0 + 1 ) ) ), Passed, Yes, "[Or(x <= 100, x == 1)]",  49,  4.20
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  12,  66.88
104, c_nl_spec, ( ( n >= ( n + 0 ) && x < ( 1 + n ) ) || x <= 0 || ( n == ( x * 0 ) && x < 0 ) ), Passed, Yes, "[Or(Not(n <= -1 + x), x <= 0, And(n == 0, Not(0 <= x)))]",  10,  35.21
104, c_spec, ( ( x < ( n + 1 ) || x == ( 0 - 0 ) ) ), Passed, Yes, "[Or(Not(n <= -1 + x), x == 0)]",  9,  8.44
104, fuzz_spec, ( ( n == n && x <= ( 0 + n ) ) || x <= ( 0 * 0 ) ), Passed, Yes, "[Or(x <= n, x <= 0)]",  11,  69.05
105, c_nl_spec, ( ( x <= n || x >= ( x + x ) ) ), Passed, Yes, "[Or(x <= n, x <= 0)]",  8,  3.47
105, c_spec, ( ( x <= n || x == 0 ) ), Passed, Yes, "[Or(x <= n, x == 0)]",  13,  10.69
105, fuzz_spec, ( ( x < ( 0 - n ) || n >= x ) ), Passed, Yes, "[Or(Not(-1*n <= x), n >= x)]",  10,  120.40
10, c_nl_spec, ( ( y <= ( y + 0 ) && x < ( 4 + y ) ) ), Passed, Yes, "[Not(y <= -4 + x)]",  11,  2.14
10, c_spec, ( ( y >= ( x - 2 ) ) && ( x > ( 0 - 0 ) || x > ( x - 2 ) ) ), Passed, Yes, "[y >= -2 + x]",  33,  49.16
10, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.01
112, fuzz_spec, ( ( sn == ( sn * sn ) && n < ( 1 + 1 ) ) || i <= ( n + 1 ) || ( n <= ( n * 1 ) && sn == 0 ) ), Failed, Yes, "[Or(sn == 0, And(sn == sn*sn, Not(2 <= n)), i <= 1 + n)]",  22,  294.66
116, c_nl_spec, ( sn == x ), Passed, Yes, "[]",  15,  4.24
116, c_spec, ( ( sn == x ) && ( x < ( sn + x ) || sn <= sn ) && ( x >= sn ) ), Passed, Yes, "[]",  19,  2.44
116, fuzz_spec, ( sn == x && ( sn == ( -1 - x ) || x <= sn ) && ( x >= x || sn > 0 ) ), Passed, Yes, "None",  11,  70.38
11, c_nl_spec, ( x <= ( y + 10 ) ), Passed, Yes, "[x <= 10 + y]",  9,  30.36
11, c_spec, ( ( y > ( x - 20 ) ) && ( x <= ( x + y ) || y > ( 10 - 0 ) ) ), Passed, Yes, "[Not(y <= -20 + x), Or(Not(y <= 10), 0 <= y)]",  25,  40.17
11, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.36
120, c_nl_spec, ( ( sn == ( i - 1 ) && sn <= 8 ) ), Passed, Yes, "[i <= 9]",  22,  137.02
128, c_nl_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  15,  3.85
128, c_spec, ( ( y < ( y + x ) ) && ( x > ( x - x ) ) ), Passed, Yes, "[Not(x <= 0)]",  11,  0.71
128, fuzz_spec, ( x >= 1 || ( y >= 1 && x < ( x * 1 ) ) ), Passed, Yes, "[x >= 1]",  8,  12.01
129, c_nl_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  15,  3.86
129, c_spec, ( ( y < ( y + x ) ) && ( x > ( x - x ) ) ), Passed, Yes, "[Not(x <= 0)]",  11,  0.72
129, fuzz_spec, ( ( x >= 1 && y == ( 1 * y ) ) || ( x > ( 1 - x ) && x < ( y - 1 ) ) ), Passed, Yes, "[Or(x >= 1, And(Not(x <= 0), Not(y <= 1 + x)))]",  9,  63.02
12, c_nl_spec, ( x < ( 20 + y ) ), Passed, Yes, "[Not(y <= -20 + x)]",  19,  4.89
