Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( n >= ( 1 * x ) || ( x <= ( 0 - x ) && x >= 0 ) || ( x == ( x - x ) && x <= ( 10000 * 0 ) ) ), Passed, Yes, "[Or(n >= x, And(x <= 0, x >= 0), And(x == 0, x <= 0))]",  11,  40.07
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  13,  48.44
104, fuzz_spec, ( x < ( n - 0 ) || ( n <= ( n - 0 ) && x == ( n - 0 ) ) || x <= 0 ), Passed, Yes, "[Or(x <= 0, Not(n <= x), x == n)]",  12,  136.08
105, fuzz_spec, ( n >= x || n < ( 0 + 0 ) || n > ( x * n ) ), Passed, Yes, "[Or(n >= x, Not(n <= n*x), Not(0 <= n))]",  12,  124.96
10, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.73
116, fuzz_spec, ( ( x == ( 1 + x ) || x == sn ) && x >= 0 && ( x < 0 || sn >= sn ) ), Passed, Yes, "[sn >= 0]",  11,  51.76
11, fuzz_spec, ( y > ( x - 20 ) ), Passed, Yes, "[Not(y <= -20 + x)]",  11,  53.87
120, fuzz_spec, ( i == ( sn + 1 ) && i <= ( 8 + 1 ) && i >= ( i - sn ) ), Passed, Yes, "[sn <= 8, sn >= 0]",  20,  286.62
128, fuzz_spec, ( ( x >= 1 && y == ( 1 * y ) ) || ( x > ( 1 - x ) && x < ( y - 1 ) ) ), Passed, Yes, "[Or(x >= 1, And(Not(x <= 0), Not(y <= 1 + x)))]",  9,  14.05
129, fuzz_spec, ( ( x >= 1 && y == ( 1 * y ) ) || ( x > ( 1 - x ) && x < ( y - 1 ) ) ), Passed, Yes, "[Or(x >= 1, And(Not(x <= 0), Not(y <= 1 + x)))]",  9,  14.11
12, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.34
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  11,  44.60
13, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.41
14, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.04
15, fuzz_spec, ( n >= ( 0 * x ) || m >= 0 ), Failed, Yes, "[Or(m >= 0, n >= 0)]",  1,  1.32
16, fuzz_spec, ( ( x < ( 1 + x ) && m >= 0 ) || ( n < ( x * 0 ) && x >= 0 ) ), Failed, Yes, "[Or(m >= 0, And(Not(0 <= n), x >= 0))]",  17,  25.19
17, fuzz_spec, ( x >= ( m - 1 ) || n <= 1 || ( m > ( 1 * x ) && x == x ) ), Failed, Yes, "[Or(n <= 1, x >= -1 + m, Not(m <= x))]",  2,  2.67
18, fuzz_spec, ( m == 1 && m < 10000 ), Failed, Yes, "[]",  16,  104.17
19, fuzz_spec, ( m < 1 || x == n || ( n > ( x - m ) && n < 0 ) ), Failed, Yes, "[Or(Not(1 <= m),
    x == n,
    And(Not(n <= x + -1*m), Not(0 <= n)))]",  24,  37.80
20, fuzz_spec, ( ( m >= ( m * 0 ) && x >= ( m * 0 ) ) ), Passed, Yes, "[m >= 0, x >= 0]",  17,  161.77
21, fuzz_spec, ( m > ( 1 - 10000 ) || n > ( -10000 + 10000 ) ), Failed, Yes, "None",  2,  2.69
22, fuzz_spec, ( x == 1 ), Failed, Yes, "[]",  7,  9.57
28, fuzz_spec, ( ( n == ( x - 0 ) || n <= ( x + 1 ) ) ), Failed, Yes, "[Or(n == x, n <= 1 + x)]",  7,  11.29
29, fuzz_spec, ( x >= ( 0 * n ) || ( x > ( n + 0 ) && n == ( x * x ) ) || ( n == ( x * 1 ) && x == ( 1 * x ) ) ), Passed, Yes, "[Or(And(Not(x <= n), n == x*x), x >= 0, n == x)]",  13,  86.26
2, fuzz_spec, ( ( y < 1000 || y < ( -10000 + x ) ) ), Failed, Yes, "None",  11,  19.95
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  15,  49.75
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  12,  16.94
36, fuzz_spec, ( c >= ( c * 0 ) && c <= ( 0 + 40 ) ), Passed, Yes, "[c >= 0, c <= 40]",  14,  86.35
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  39.92
38, fuzz_spec, ( c < ( n * n ) ), Failed, Yes, "[Not(n*n <= c)]",  2,  2.67
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.43
3, fuzz_spec, ( z >= ( 1 * y ) || ( x < ( 1 - x ) && z <= ( z * z ) ) ), Passed, Yes, "[Or(z >= y, And(Not(x >= 1), z <= z*z))]",  9,  17.29
40, fuzz_spec, ( ( c > ( 0 + 1 ) && c < 1 ) || ( c <= ( c + 1 ) && n >= ( c + 1 ) ) ), Failed, Yes, "[Or(And(Not(c <= 1), Not(1 <= c)), n >= 1 + c)]",  7,  38.77
41, fuzz_spec, ( n >= ( c * n ) && ( c < 1 || c <= ( 0 * n ) ) ), Failed, Yes, "[n >= c*n, Or(Not(1 <= c), c <= 0)]",  7,  9.45
4, fuzz_spec, ( y <= 500 ), Failed, Yes, "[y <= 500]",  7,  9.71
51, fuzz_spec, ( ( c <= ( c + 4 ) || c <= c ) && ( c >= ( c - c ) || c > ( c - c ) ) && ( c <= ( 4 + 0 ) || c == 1 ) ), Passed, Yes, "[Or(c >= 0, Not(c <= 0)), Or(c <= 4, c == 1)]",  20,  151.74
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  35.86
63, fuzz_spec, ( ( y >= x || x == ( x - 0 ) ) && ( x <= ( 0 + 10 ) || x <= ( 1 + 10 ) ) ), Failed, Yes, "[Or(x <= 10, x <= 11)]",  17,  43.97
65, fuzz_spec, ( ( y > 0 || y == ( 0 - y ) ) ), Failed, Yes, "[Or(Not(y <= 0), y == 0)]",  13,  20.87
68, fuzz_spec, ( n >= ( 0 + x ) || y >= ( y * x ) ), Passed, Yes, "[Or(n >= x, y >= x*y)]",  11,  54.32
70, fuzz_spec, ( x >= ( y + n ) || x == ( 1 * 1 ) || ( n < ( n + 0 ) && n < 1 ) ), Failed, Yes, "[Or(x >= y + n, x == 1)]",  22,  154.30
74, fuzz_spec, ( ( c > ( z * 127 ) || z > ( c * 1 ) ) && ( z > ( z + 0 ) || z > 127 ) && ( z <= ( z + 1 ) || z < ( 36 * c ) ) ), Passed, Yes, "[Or(Not(z <= c), Not(c <= 127*z)), Not(z <= 127)]",  9,  43.35
77, fuzz_spec, ( x >= y ), Passed, Yes, "[x >= y]",  13,  48.60
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.40
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  34.46
85, fuzz_spec, ( ( y < ( y - x ) && x >= ( x - x ) ) || x < 0 || y >= ( 1 * 1 ) ), Passed, Yes, "[Or(Not(0 <= x), y >= 1)]",  9,  44.06
88, fuzz_spec, ( ( x < 0 && y > x ) || y > x || ( lock == ( 0 + 1 ) && lock <= ( lock + 1 ) ) ), Passed, Yes, "[Or(And(Not(0 <= x), Not(y <= x)), lock == 1, Not(y <= x))]",  14,  759.89
8, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.66
96, fuzz_spec, ( ( x > ( 0 * x ) && i > ( i - 0 ) ) || j >= ( i - 0 ) || y <= x ), Failed, Yes, "[Or(j >= i, y <= x)]",  13,  24.84
98, fuzz_spec, ( j < 0 || ( y >= ( y + 2 ) && i > ( x + 0 ) ) || y == y ), Failed, Yes, "[]",  7,  9.57
99, fuzz_spec, ( x < x || y == ( n - x ) ), Passed, Yes, "[]",  11,  87.63
9, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.04
