Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
100, fuzz_spec, ( ( y <= ( y * 1 ) || n == ( y - n ) ) && y > ( -10000 - x ) && n > n ), Failed, Yes, "None",  5,  7.08
101, c_nl_spec, ( ( n >= ( 0 + x ) && n == n ) || ( n == n && x <= ( 10000 + -10000 ) ) ), Passed, Yes, "None",  14,  33.02
101, c_spec, ( ( x == x || n <= ( x - x ) ) && ( x == ( 0 - 0 ) || x <= ( n - 0 ) ) && ( n == n ) ), Passed, Yes, "[Or(x == 0, x <= n)]",  10,  5.95
101, fuzz_spec, ( ( n > 1 || n < n ) && ( n > ( n + -10000 ) || x >= ( n - n ) ) && ( x == ( x - 10000 ) || x <= ( 10000 - n ) ) ), Failed, Yes, "None",  1,  1.37
103, c_nl_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  37,  2.89
103, c_spec, ( ( x <= 100 || x == ( 0 + 1 ) ) ), Passed, Yes, "[Or(x <= 100, x == 1)]",  49,  4.20
103, fuzz_spec, ( ( x < ( 1 - 1 ) || x == ( x - 0 ) ) && ( x == ( x * 0 ) || x > ( 1 * 1 ) ) && x >= ( x + 100 ) ), Failed, Yes, "[False]",  2,  2.68
104, c_nl_spec, ( ( n >= ( n + 0 ) && x < ( 1 + n ) ) || x <= 0 || ( n == ( x * 0 ) && x < 0 ) ), Passed, Yes, "[Or(Not(n <= -1 + x), x <= 0, And(n == 0, Not(0 <= x)))]",  10,  35.21
104, c_spec, ( ( x < ( n + 1 ) || x == ( 0 - 0 ) ) ), Passed, Yes, "[Or(Not(n <= -1 + x), x == 0)]",  9,  8.44
104, fuzz_spec, ( n < ( 0 * 1 ) || x >= ( n + 1 ) ), Failed, Yes, "[Or(Not(0 <= n), x >= 1 + n)]",  1,  1.32
105, c_nl_spec, ( ( x <= n || x >= ( x + x ) ) ), Passed, Yes, "[Or(x <= n, x <= 0)]",  8,  3.47
105, c_spec, ( ( x <= n || x == 0 ) ), Passed, Yes, "[Or(x <= n, x == 0)]",  13,  10.69
105, fuzz_spec, ( x < ( 0 * 1 ) || n >= ( x + 1 ) ), Failed, Yes, "[Or(Not(0 <= x), n >= 1 + x)]",  1,  1.32
106, fuzz_spec, ( m < -10000 || ( j > j && a >= ( -10000 - 1 ) ) || ( k >= 10000 && j >= ( a * m ) ) ), Failed, Yes, "None",  6,  8.11
108, fuzz_spec, ( k == ( -10000 + -10000 ) ), Failed, Yes, "None",  1,  1.31
109, fuzz_spec, ( m > 0 && c > 1 && k > ( 1 + j ) ), Failed, Yes, "[Not(m <= 0), Not(c <= 1), Not(k <= 1 + j)]",  5,  6.66
10, c_nl_spec, ( ( y <= ( y + 0 ) && x < ( 4 + y ) ) ), Passed, Yes, "[Not(y <= -4 + x)]",  11,  2.14
10, c_spec, ( ( y >= ( x - 2 ) ) && ( x > ( 0 - 0 ) || x > ( x - 2 ) ) ), Passed, Yes, "[y >= -2 + x]",  33,  49.16
10, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.68
110, fuzz_spec, ( sn == ( 0 * 0 ) && ( sn > 0 || n == ( 0 - 1 ) ) ), Failed, Yes, "[]",  2,  2.63
112, fuzz_spec, ( ( n < ( 0 + i ) && sn < sn ) || ( n < 0 && sn == ( 0 * 1 ) ) || ( n < 0 && i == ( i * 0 ) ) ), Failed, Yes, "[Or(sn == 0, i == 0), Not(0 <= n)]",  3,  3.97
116, c_nl_spec, ( sn == x ), Passed, Yes, "[]",  15,  4.24
116, c_spec, ( ( sn == x ) && ( x < ( sn + x ) || sn <= sn ) && ( x >= sn ) ), Passed, Yes, "[]",  19,  2.44
116, fuzz_spec, ( x > ( x * sn ) && ( sn < ( 0 + sn ) || x >= ( x + -1 ) ) ), Failed, Yes, "None",  1,  1.33
11, c_nl_spec, ( x <= ( y + 10 ) ), Passed, Yes, "[x <= 10 + y]",  9,  30.36
11, c_spec, ( ( y > ( x - 20 ) ) && ( x <= ( x + y ) || y > ( 10 - 0 ) ) ), Passed, Yes, "[Not(y <= -20 + x), Or(Not(y <= 10), 0 <= y)]",  25,  40.17
11, fuzz_spec, ( x <= ( x - x ) || y >= ( 20 * y ) ), Failed, Yes, "[Or(x <= 0, y <= 0)]",  2,  2.69
120, c_nl_spec, ( ( sn == ( i - 1 ) && sn <= 8 ) ), Passed, Yes, "[i <= 9]",  22,  137.02
120, fuzz_spec, ( i > ( i * sn ) && ( sn < ( 1 + sn ) || i >= ( i + 0 ) ) ), Failed, Yes, "[Not(i <= i*sn)]",  1,  1.33
121, fuzz_spec, ( ( i >= ( sn + i ) && sn < ( 10000 + 10000 ) ) || i == sn ), Failed, Yes, "[Or(i == sn, And(0 >= sn, Not(20000 <= sn)))]",  5,  6.70
124, fuzz_spec, ( ( y <= ( i + x ) || j > ( x - x ) ) && y >= ( x - y ) && ( y < 10000 || y < ( y * 1 ) ) ), Failed, Yes, "[Or(y <= i + x, Not(j <= 0)), 2*y >= x, Not(10000 <= y)]",  8,  15.56
128, c_nl_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  15,  3.85
128, c_spec, ( ( y < ( y + x ) ) && ( x > ( x - x ) ) ), Passed, Yes, "[Not(x <= 0)]",  11,  0.71
128, fuzz_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  8,  13.85
129, c_nl_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  15,  3.86
129, c_spec, ( ( y < ( y + x ) ) && ( x > ( x - x ) ) ), Passed, Yes, "[Not(x <= 0)]",  11,  0.72
129, fuzz_spec, ( ( y <= 1 && x < x ) || ( x <= ( y - 1 ) && y < ( y + 1 ) ) || ( y <= ( y * 1 ) && y == ( 1 * 1 ) ) ), Failed, Yes, "[Or(x <= -1 + y, y == 1)]",  2,  2.77
12, c_nl_spec, ( x < ( 20 + y ) ), Passed, Yes, "[Not(y <= -20 + x)]",  19,  4.89
12, c_spec, ( ( x < ( y + 20 ) ) ), Passed, Yes, "[Not(y <= -20 + x)]",  25,  12.47
12, fuzz_spec, ( y > ( y * x ) && ( x < ( 10 + x ) || y >= ( y + 20 ) ) ), Failed, Yes, "[Not(y <= x*y)]",  1,  1.34
130, fuzz_spec, ( d2 <= 10000 || d1 <= ( 10000 - x2 ) || ( x2 > ( d2 - 10000 ) && d1 < d3 ) ), Failed, Yes, "[Or(d2 <= 10000,
    d1 <= 10000 + -1*x2,
    And(Not(x2 <= -10000 + d2), Not(d3 <= d1)))]",  4,  5.41
132, c_nl_spec, ( i >= 0 || ( i <= ( 48 - 57 ) && j >= ( 57 + j ) ) ), Passed, Yes, "[i >= 0]",  9,  4.44
132, c_spec, ( ( j <= ( j + i ) ) ), Passed, Yes, "[0 <= i]",  12,  82.96
133, c_nl_spec, ( ( x > ( 1 + 0 ) && x < 0 ) || ( x <= ( x + 0 ) && n >= ( x + 0 ) ) ), Passed, Yes, "[Or(And(Not(x <= 1), Not(0 <= x)), n >= x)]",  9,  1.06
133, c_spec, ( ( x < ( 1 + n ) ) ), Passed, Yes, "[Not(n <= -1 + x)]",  19,  5.82
133, fuzz_spec, ( x < ( n * n ) ), Failed, Yes, "[Not(n*n <= x)]",  2,  2.65
13, c_nl_spec, ( x <= ( y + 2 ) || ( x >= ( 0 * x ) && y > ( x * 2 ) ) || ( x < ( y + y ) && x < ( 0 + y ) ) ), Passed, Yes, "[Or(And(x >= 0, Not(y <= 2*x)),
    x <= 2 + y,
    And(Not(2*y <= x), Not(y <= x)))]",  11,  8.47
13, c_spec, ( ( y > ( y - 2 ) ) && ( x <= ( y + 2 ) ) ), Passed, Yes, "[x <= 2 + y]",  21,  9.77
13, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.08
140, fuzz_spec, ( sum <= ( 6 - 2 ) || ( n == ( i + i ) && i < 6 ) ), Failed, Yes, "[Or(sum <= 4, And(n == 2*i, Not(6 <= i)))]",  2,  2.69
141, fuzz_spec, ( ( out < n || i > 2 ) && n <= ( 5 * 5 ) ), Failed, Yes, "[Or(Not(n <= out), Not(i <= 2)), n <= 25]",  1,  1.33
142, fuzz_spec, ( n <= ( 1 - 6 ) ), Failed, Yes, "[n <= -5]",  270,  435.49
143, fuzz_spec, ( ( q > 0 || n > ( 0 * q ) ) && ( r < ( d + d ) || r >= ( 0 + q ) ) && ( n < ( q * q ) || n < ( q - 0 ) ) ), Failed, Yes, "[Or(Not(q <= 0), Not(n <= 0)),
 Or(Not(2*d <= r), r >= q),
 Or(Not(q*q <= n), Not(q <= n))]",  1,  10.42
14, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.69
15, fuzz_spec, ( x > ( 0 + 1 ) ), Failed, Yes, "[Not(x <= 1)]",  5,  6.75
16, fuzz_spec, ( m == ( 0 * 0 ) && ( m > 0 || n == ( 0 - 1 ) ) ), Failed, Yes, "[]",  2,  2.64
17, fuzz_spec, ( ( x <= ( 1 * 1 ) && n < 1 ) || ( n >= n && x >= ( x + 1 ) ) ), Failed, Yes, "[x <= 1, Not(1 <= n)]",  3,  3.99
18, fuzz_spec, ( ( n > n || x == ( 1 * 10000 ) ) && ( n == n || x > ( 10000 - n ) ) && x == ( m * x ) ), Failed, Yes, "[]",  1,  1.36
19, fuzz_spec, ( ( n < ( 0 + x ) && m < m ) || ( n < 0 && m == ( 0 * 1 ) ) || ( n < 0 && x == ( x * 0 ) ) ), Failed, Yes, "[Or(m == 0, x == 0), Not(0 <= n)]",  3,  4.03
1, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.41
20, fuzz_spec, ( ( n < ( 0 + x ) && m < m ) || ( n < 0 && m == ( 0 * 1 ) ) || ( n < 0 && x == ( x * 0 ) ) ), Failed, Yes, "[Or(m == 0, x == 0), Not(0 <= n)]",  3,  4.04
21, fuzz_spec, ( ( x < n || n >= ( n * m ) ) && ( n >= ( x * n ) || n >= n ) ), Failed, Yes, "[Or(Not(n <= x), n >= m*n)]",  15,  172.34
22, fuzz_spec, ( x >= ( m + 1 ) ), Failed, Yes, "[x >= 1 + m]",  1,  1.32
23, fuzz_spec, ( ( j > 2 || j < j ) && ( j > ( j + 1 ) || i >= ( j - j ) ) && ( i == ( i - 20 ) || i <= ( 20 - j ) ) ), Failed, Yes, "[Not(j <= 2), i >= 0, i <= 20 + -1*j]",  1,  1.39
24, fuzz_spec, ( ( j > i && i >= 1 ) ), Failed, Yes, "[Not(j <= i), i >= 1]",  5,  6.81
26, fuzz_spec, ( ( n < 0 && x <= 1 ) || ( n > ( n * 10000 ) && n >= 10000 ) ), Failed, Yes, "[Or(And(Not(0 <= n), x <= 1), And(Not(n >= 0), n >= 10000))]",  3,  4.05
27, fuzz_spec, ( x < ( 1 * 0 ) || n >= ( x + 0 ) ), Failed, Yes, "[Or(Not(0 <= x), n >= x)]",  1,  1.33
28, fuzz_spec, ( n < ( x * x ) ), Failed, Yes, "[Not(x*x <= n)]",  2,  2.70
29, fuzz_spec, ( n >= ( n * n ) ), Failed, Yes, "[n >= n*n]",  3,  3.96
2, fuzz_spec, ( y < 1000 ), Failed, Yes, "[Not(1000 <= y)]",  15,  28.19
30, fuzz_spec, ( ( x < ( 1 - 1 ) || x == ( x - 100 ) ) && ( x == ( x * 100 ) || x > ( 1 * 1 ) ) && x >= ( x + 0 ) ), Failed, Yes, "[Not(0 <= x), Or(Not(x <= 1), x == 0)]",  2,  2.75
32, fuzz_spec, ( ( x > 0 || x < x ) && ( x > ( x + -10000 ) || n >= ( x - x ) ) && ( n == ( n - 10000 ) || n <= ( 10000 - x ) ) ), Failed, Yes, "None",  1,  1.38
35, fuzz_spec, ( c == 40 && ( c <= ( 0 * c ) || c < ( 1 - 40 ) ) ), Failed, Yes, "[False]",  4,  5.38
36, fuzz_spec, ( ( c < ( 40 - 40 ) || c == ( c - 1 ) ) && ( c == ( c * 1 ) || c > ( 40 * 40 ) ) && c >= ( c + 0 ) ), Failed, Yes, "[Not(0 <= c)]",  2,  2.72
37, fuzz_spec, ( c > ( 40 + c ) || ( c > ( c * c ) && c >= ( c + 0 ) ) || c < c ), Failed, Yes, "[Not(c <= c*c)]",  3,  4.06
38, fuzz_spec, ( n >= ( n * n ) ), Failed, Yes, "[n >= n*n]",  3,  4.02
39, fuzz_spec, ( n <= ( 0 * 1 ) || ( c <= ( c + n ) && c < ( c - n ) ) ), Failed, Yes, "[Or(n <= 0, And(0 <= n, Not(n >= 0)))]",  6,  8.00
3, fuzz_spec, ( ( z > z || x == ( 5 * 0 ) ) && ( z == z || x > ( 0 - z ) ) && x == ( y * x ) ), Failed, Yes, "[]",  1,  1.36
40, fuzz_spec, ( c < ( 0 * 1 ) || n >= ( c + 1 ) ), Failed, Yes, "[Or(Not(0 <= c), n >= 1 + c)]",  1,  1.33
41, fuzz_spec, ( c < ( n * n ) ), Failed, Yes, "[Not(n*n <= c)]",  2,  2.64
45, fuzz_spec, ( c < ( 0 * 1 ) || n >= ( c + 1 ) ), Failed, Yes, "[Or(Not(0 <= c), n >= 1 + c)]",  1,  0.30
4, fuzz_spec, ( ( x <= ( 1 * 500 ) && x <= 500 ) || ( y == 10000 && x <= x ) || ( x > x && z > 10000 ) ), Failed, Yes, "[Or(x <= 500, y == 10000)]",  12,  20.53
51, fuzz_spec, ( c >= ( c - 1 ) && ( c > c || c == ( 0 - 4 ) ) ), Failed, Yes, "[]",  5,  6.79
54, fuzz_spec, ( c > ( 1 + c ) || ( n < ( c - n ) && n < 1 ) ), Failed, Yes, "[Not(c + -2*n <= 0), Not(1 <= n)]",  2,  2.72
5, fuzz_spec, ( ( size <= x && size == x ) || ( x < ( -10000 * 10000 ) && z <= ( 0 - 1 ) ) || ( x >= ( 10000 - y ) && size < ( -10000 + y ) ) ), Failed, Yes, "None",  4,  5.38
61, fuzz_spec, ( c >= ( 1 - n ) || ( n < ( n * c ) && n > ( 0 + n ) ) ), Failed, Yes, "[c >= 1 + -1*n]",  10,  14.58
63, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.02
65, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  3.99
68, fuzz_spec, ( ( x < n || y > -10000 ) && n <= ( 10000 * 10000 ) ), Failed, Yes, "None",  1,  1.33
6, fuzz_spec, ( z < ( 0 + 1 ) ), Failed, Yes, "[Not(1 <= z)]",  8,  65.71
70, fuzz_spec, ( ( y <= ( 0 * x ) && n > ( n + 1 ) ) || ( y == ( 0 + y ) && x >= y ) ), Failed, Yes, "[x >= y]",  4,  5.56
74, fuzz_spec, ( ( z < y || c > 36 ) && y <= ( 127 * 127 ) ), Failed, Yes, "[Or(Not(c <= 36), Not(y <= z)), y <= 16129]",  1,  1.33
75, fuzz_spec, ( z <= ( 1 - 36 ) || ( c == ( y + y ) && y < 1 ) ), Failed, Yes, "[Or(z <= -35, And(c == 2*y, Not(1 <= y)))]",  2,  2.68
77, fuzz_spec, ( ( x < ( 1 + y ) && i < i ) || ( x < 1 && i == ( 1 * 0 ) ) || ( x < 1 && y == ( y * 1 ) ) ), Failed, Yes, "[Or(Not(1 <= x), And(Not(1 <= x), i == 0))]",  3,  4.07
79, fuzz_spec, ( x > ( 0 + 1 ) ), Failed, Yes, "[Not(x <= 1)]",  5,  6.68
7, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.32
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  14.40
83, fuzz_spec, ( x > ( x * -5000 ) ), Failed, Yes, "None",  12,  17.56
85, fuzz_spec, ( ( x >= x && y <= ( -15000 + -15000 ) ) ), Failed, Yes, "None",  3,  4.04
88, fuzz_spec, ( y > ( 1 + 0 ) ), Failed, Yes, "[Not(y <= 1)]",  5,  6.70
89, fuzz_spec, ( ( lock < y || x > 0 ) && y <= ( 10000 * 10000 ) ), Failed, Yes, "[Or(Not(x <= 0), Not(y <= lock)), y <= 100000000]",  1,  1.36
8, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.00
94, fuzz_spec, ( j >= ( i - j ) || ( n == ( 2 * -10000 ) && k <= ( n + j ) ) || n == ( 2 * 1 ) ), Failed, Yes, "None",  14,  264.27
95, fuzz_spec, ( ( x > ( 1 * 0 ) || j > ( x - 1 ) ) && ( x < ( j - 0 ) || y <= ( 1 + 0 ) ) && ( i <= ( y + 1 ) || y < ( x * 1 ) ) ), Failed, Yes, "[Or(Not(x <= 0), Not(j <= -1 + x)),
 Or(Not(j <= x), y <= 1),
 Or(Not(x <= y), i <= 1 + y)]",  10,  16.91
96, fuzz_spec, ( y <= ( 1 + j ) || ( i < ( 0 + 1 ) && j == ( 0 + 1 ) ) ), Failed, Yes, "[Or(y <= 1 + j, And(Not(1 <= i), j == 1))]",  4,  5.41
98, fuzz_spec, ( i == ( y + i ) && ( y > i || x < i ) && ( i == ( x + 0 ) || j > ( 1 - i ) ) ), Failed, Yes, "[Or(Not(0 <= i), Not(i <= x)),
 Or(i == x, Not(j <= 1 + -1*i))]",  2,  2.72
99, fuzz_spec, ( y >= ( 10000 - -10000 ) ), Failed, Yes, "None",  2,  2.70
9, fuzz_spec, ( y >= ( x - 2 ) && y >= ( x * 0 ) && ( y <= ( 0 + y ) || x < ( 0 - 0 ) ) ), Passed, Yes, "[y >= -2 + x, y >= 0]",  10,  18.62
100, c_nl_spec, ( ( n > ( 1 * 1 ) || y < ( y * x ) ) ), Failed, No, "[Or(Not(n <= 1), Not(x*y <= y))]",  12, 0.0
100, c_spec, ( ( x <= n ) && ( y < ( y - -10000 ) ) && ( y <= n ) ), Failed, No, "None",  14, 0.0
106, c_nl_spec, ( k < ( m + 1 ) || j < ( a * a ) || a == ( a - 10000 ) ), Failed, No, "[Or(Not(a*a <= j), Not(m <= -1 + k))]",  13, 0.0
106, c_spec, ( ( k > ( j - -10000 ) || m < ( 1 + 10000 ) ) ), Failed, No, "None",  7, 0.0
108, c_nl_spec, ( j == 0 || ( k > ( 10000 * c ) && c == 0 ) || ( k == ( 10000 * -10000 ) && k == ( m + j ) ) ), Failed, No, "None",  17, 0.0
108, c_spec, ( ( m <= ( c - 1 ) ) && ( j <= ( c + -10000 ) || k == ( j + k ) ) && ( m >= ( j + 1 ) || j >= ( j - 1 ) ) ), Failed, No, "None",  12, 0.0
109, c_nl_spec, ( ( k <= m && j <= m ) || ( a <= m && c > ( c + 0 ) ) ), Failed, No, "[k <= m, j <= m]",  11, 0.0
109, c_spec, ( ( c <= ( m - 1 ) || m >= ( k - 1 ) ) && ( j <= ( 0 + 0 ) || k <= ( j - 1 ) ) && ( j == 0 ) ), Failed, No, "[Or(c <= -1 + m, m >= -1 + k)]",  12, 0.0
110, c_nl_spec, ( ( sn < ( sn + 0 ) || i >= ( sn + 1 ) ) && sn >= ( 0 * 0 ) && ( n < ( i + 1 ) || i >= ( i * sn ) ) ), Failed, No, "[i >= 1 + sn, sn >= 0, Or(Not(i <= -1 + n), i >= i*sn)]",  21, 0.0
110, c_spec, ( ( n > ( 0 - n ) || sn == 0 ) && ( sn >= sn || sn > ( 0 - i ) ) && ( n >= n || sn >= n ) ), Failed, No, "[Or(Not(n <= 0), sn == 0)]",  32, 0.0
112, c_nl_spec, ( ( sn < ( sn + 0 ) || i >= ( sn + 1 ) ) && sn >= ( 0 * 0 ) && ( n < ( i + 1 ) || i >= ( i * sn ) ) ), Failed, No, "[i >= 1 + sn, sn >= 0, Or(Not(i <= -1 + n), i >= i*sn)]",  21, 0.0
112, c_spec, ( ( n > ( 0 - n ) || sn == 0 ) && ( sn >= sn || sn > ( 0 - i ) ) && ( n >= n || sn >= n ) ), Failed, No, "[Or(Not(n <= 0), sn == 0)]",  32, 0.0
120, c_nl_spec, ( sn == ( i - 1 ) && ( sn <= ( 8 - 1 ) || i == ( 0 - 0 ) ) ), Failed, No, "[Or(i <= 8, i == 0)]",  21, 0.0
120, c_spec, ( ( i < ( 1 + 1 ) ) ), Failed, No, "[Not(2 <= i)]",  61, 0.0
121, c_nl_spec, ( ( i <= ( 1 - sn ) || i >= ( sn - sn ) ) && ( i == ( sn - sn ) || i <= ( 1 + sn ) ) && ( i <= ( 8 - sn ) || i >= ( 10000 * sn ) ) ), Failed, No, "[Or(i >= 0, i <= 1 + -1*sn),
 Or(i == 0, i <= 1 + sn),
 Or(i <= 8 + -1*sn, i >= 10000*sn)]",  27, 0.0
121, c_spec, ( ( i <= ( 8 - i ) ) ), Failed, No, "[i <= 4]",  30, 0.0
124, c_nl_spec, ( i >= -10000 && ( x < ( x - x ) || j < ( x + i ) ) && ( j > ( j - 10000 ) || y < ( x - x ) ) ), Failed, No, "None",  12, 0.0
124, c_spec, ( ( y <= 0 || x > ( i + i ) ) && ( y > -10000 || i == ( 10000 - y ) ) && ( i >= ( i + j ) ) ), Failed, No, "None",  20, 0.0
130, c_nl_spec, ( ( d2 == 1 || d3 > ( d1 + d3 ) ) && ( x1 == d2 || d2 > ( d2 + d3 ) ) ), Failed, No, "[Or(d2 == 1, Not(0 <= d1)), Or(x1 == d2, Not(0 <= d3))]",  24, 0.0
130, c_spec, ( ( d2 >= 1 ) && ( d1 > ( 1 - d3 ) ) ), Failed, No, "[d2 >= 1, Not(d1 <= 1 + -1*d3)]",  27, 0.0
132, c_spec, ( ( i >= ( 0 - i ) || t >= t ) ), Failed, No, "[]",  11, 0.0
140, c_nl_spec, ( ( sum >= ( 0 * 5000 ) && sum == i ) ), Failed, No, "[i >= 0]",  27, 0.0
140, c_spec, ( ( i == ( sum + sum ) ) && ( n >= ( sum - sum ) ) && ( sum == ( sum + sum ) ) ), Failed, No, "[n >= 0]",  21, 0.0
