Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( x <= n || x < 1 || ( x >= ( 10000 * n ) && n >= ( 10000 - x ) ) ), Failed, Yes, "[Or(x <= n,
    Not(1 <= x),
    And(x >= 10000*n, n >= 10000 + -1*x))]",  7,  15.38
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  11,  20.73
104, fuzz_spec, ( ( x <= n && n <= ( n * n ) ) || ( n < ( 1 - x ) && n <= ( n * n ) ) ), Passed, Yes, "[Or(x <= n, Not(-1*x <= -1 + n)), n <= n*n]",  13,  75.80
105, fuzz_spec, ( n >= ( x + 0 ) || x <= 0 ), Passed, Yes, "[Or(x <= 0, n >= x)]",  11,  50.53
10, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.33
116, fuzz_spec, ( ( sn >= x && sn == x ) || ( x > ( x * 1 ) && x <= x ) ), Passed, Yes, "[]",  12,  21.44
11, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.38
120, fuzz_spec, ( i <= ( 8 + 1 ) ), Failed, Yes, "[i <= 9]",  12,  32.01
128, fuzz_spec, ( x >= 1 || ( y >= 1 && x < ( x * 1 ) ) ), Passed, Yes, "[x >= 1]",  9,  17.41
129, fuzz_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  8,  18.15
12, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.73
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  10,  14.32
13, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.32
14, fuzz_spec, ( x == x ), Failed, Yes, "[]",  4,  5.37
15, fuzz_spec, ( ( m <= ( 0 * x ) && n > ( n + 1 ) ) || ( m == ( 0 + m ) && x >= m ) ), Failed, Yes, "[x >= m]",  4,  5.42
16, fuzz_spec, ( ( x == ( 1 * x ) || m < n ) && ( x >= 0 || m == ( 1 * x ) ) && m >= 0 ), Passed, Yes, "[Or(x >= 0, m == x), m >= 0]",  26,  68.93
17, fuzz_spec, ( x >= ( m - 1 ) || n <= 1 || ( m > ( 1 * x ) && x == x ) ), Failed, Yes, "[Or(n <= 1, x >= -1 + m, Not(m <= x))]",  2,  2.70
18, fuzz_spec, ( n <= -10000 || m < ( m + m ) ), Failed, Yes, "None",  10,  17.15
19, fuzz_spec, ( m < n || n < ( 1 - 0 ) ), Passed, Yes, "[Or(Not(n <= m), Not(1 <= n))]",  29,  102.26
20, fuzz_spec, ( m >= 0 && ( m <= ( m + x ) || x >= 0 ) && ( x >= 0 || x == 0 ) ), Passed, Yes, "[m >= 0, Or(0 <= x, x >= 0), Or(x >= 0, x == 0)]",  23,  242.02
21, fuzz_spec, ( m > ( 1 - 10000 ) || n > ( -10000 + 10000 ) ), Failed, Yes, "None",  2,  2.72
22, fuzz_spec, ( ( n > 1 && m > ( 1 - m ) ) || x > ( x * n ) ), Failed, Yes, "[Or(Not(x <= n*x), And(Not(n <= 1), Not(m <= 0)))]",  12,  20.30
28, fuzz_spec, ( ( n > n || n >= n ) && ( x == n || x >= 0 ) && ( n > ( 0 - 0 ) || x <= ( 0 * 1 ) ) ), Passed, Yes, "[Or(x == n, x >= 0), Or(Not(n <= 0), x <= 0)]",  9,  19.34
29, fuzz_spec, ( x >= 0 || x >= n ), Passed, Yes, "[Or(x >= 0, x >= n)]",  8,  17.37
2, fuzz_spec, ( x > ( x * 10000 ) || y < ( x - -1000 ) || ( y > ( x + -1000 ) && x == ( x - 1000 ) ) ), Failed, Yes, "None",  16,  41.23
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  12,  20.99
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  12,  21.01
36, fuzz_spec, ( c == ( 0 - c ) || ( c > ( 0 + c ) && c <= ( 40 + 0 ) ) || ( c < 40 && c >= ( c * 1 ) ) ), Failed, Yes, "[Or(c == 0, Not(40 <= c))]",  13,  19.24
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  14.92
38, fuzz_spec, ( c == ( n * 0 ) || ( c <= c && n > ( c * 0 ) ) || ( n == ( 0 - 0 ) && c == ( c + 0 ) ) ), Failed, Yes, "[Or(c == 0, Not(n <= 0), n == 0)]",  7,  10.22
39, fuzz_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  7,  9.43
3, fuzz_spec, ( x < ( 1 + 1 ) || ( x <= ( x * 5 ) && y <= z ) ), Passed, Yes, "[Or(Not(2 <= x), And(x >= 0, y <= z))]",  13,  103.55
40, fuzz_spec, ( ( c > ( 0 + 1 ) && c < 1 ) || ( c <= ( c + 1 ) && n >= ( c + 1 ) ) ), Passed, Yes, "[Or(And(Not(c <= 1), Not(1 <= c)), n >= 1 + c)]",  8,  15.09
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  10,  17.82
4, fuzz_spec, ( ( z >= ( 0 + y ) || x <= ( y * 0 ) ) ), Passed, Yes, "[Or(z >= y, x <= 0)]",  13,  101.22
51, fuzz_spec, ( c < ( 4 + 1 ) ), Passed, Yes, "[Not(5 <= c)]",  18,  34.22
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  10.80
63, fuzz_spec, ( ( x <= x && y <= ( y * 10 ) ) || ( x < 10 && x < ( 10 * 0 ) ) || ( x < 10 && y <= ( x - 0 ) ) ), Passed, Yes, "[Or(y >= 0,
    And(Not(10 <= x), Not(0 <= x)),
    And(Not(10 <= x), y <= x))]",  11,  19.10
65, fuzz_spec, ( y > ( x - 1 ) || x <= ( 100 + 100 ) ), Failed, Yes, "[Or(Not(y <= -1 + x), x <= 200)]",  15,  24.94
68, fuzz_spec, ( ( y < ( x * n ) && y >= ( 0 * -10000 ) ) || n <= 0 || ( n <= 0 && n > ( x + 0 ) ) ), Failed, Yes, "None",  12,  60.64
