Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( ( x < n && n > ( -10000 + x ) ) || x == n || n < ( 10000 * 0 ) ), Passed, Yes, "None",  9,  17.36
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  11,  35.62
104, fuzz_spec, ( n < n || x <= ( n - 0 ) || n <= ( n - x ) ), Passed, Yes, "[Or(x <= 0, x <= n)]",  12,  78.44
105, fuzz_spec, ( n >= ( x - 0 ) || ( x == ( 0 * n ) && n > ( 1 + 0 ) ) || n < ( 0 + 0 ) ), Passed, Yes, "[Or(And(x == 0, Not(n <= 1)), n >= x, Not(0 <= n))]",  19,  345.20
10, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.69
116, fuzz_spec, ( sn == x && sn > ( -1 + x ) ), Passed, Yes, "None",  10,  37.37
11, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.08
120, fuzz_spec, ( ( i > ( sn * sn ) && sn == ( 0 - i ) ) || ( sn <= 8 && sn == ( i - 1 ) ) ), Passed, Yes, "[Or(And(Not(i <= sn*sn), sn == -1*i),
    And(sn <= 8, sn == -1 + i))]",  23,  552.51
128, fuzz_spec, ( ( x >= 1 && y == ( 1 * y ) ) || ( x > ( 1 - x ) && x < ( y - 1 ) ) ), Passed, Yes, "[Or(x >= 1, And(Not(x <= 0), Not(y <= 1 + x)))]",  9,  33.06
129, fuzz_spec, ( ( x >= 1 && y < ( 1 * x ) ) || x >= 1 || y >= 1 ), Passed, Yes, "[Or(And(x >= 1, Not(x <= y)), x >= 1, y >= 1)]",  8,  12.33
12, fuzz_spec, ( ( x >= x || x <= 20 ) && ( x >= ( y * 0 ) || x == 10 ) && ( y >= ( y - 0 ) || x >= ( x + y ) ) ), Failed, Yes, "[Or(x == 10, x >= 0)]",  13,  18.05
