Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( n >= x || x <= ( 10000 + -10000 ) || ( x > 0 && x == ( 10000 + 1 ) ) ), Failed, Yes, "None",  12,  23.81
103, fuzz_spec, ( x < ( 1 + 100 ) || ( x > 0 && x < 0 ) || ( x == ( 1 * x ) && x >= ( x * 100 ) ) ), Passed, Yes, "[Or(x <= 0, And(Not(x <= 0), Not(0 <= x)), Not(101 <= x))]",  17,  61.68
104, fuzz_spec, ( ( n >= 0 && n >= ( 0 + x ) ) || x == ( 0 * n ) ), Passed, Yes, "[Or(And(n >= 0, n >= x), x == 0)]",  10,  32.84
105, fuzz_spec, ( ( x <= x && n >= x ) || n < 0 ), Passed, Yes, "[Or(n >= x, Not(0 <= n))]",  9,  38.40
10, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  3.99
116, fuzz_spec, ( sn == sn && sn == x && x <= sn ), Passed, Yes, "[]",  10,  17.92
11, fuzz_spec, ( y >= ( 0 - 0 ) && y > ( x - 20 ) ), Passed, Yes, "[y >= 0, Not(y <= -20 + x)]",  18,  117.06
120, fuzz_spec, ( ( i >= ( sn * 1 ) && i <= ( 1 + 8 ) ) ), Failed, Yes, "[i >= sn, i <= 9]",  28,  206.58
128, fuzz_spec, ( x >= ( 1 * 1 ) ), Passed, Yes, "[x >= 1]",  9,  23.56
129, fuzz_spec, ( ( x >= 1 && y == ( 1 * y ) ) || ( x > ( 1 - x ) && x < ( y - 1 ) ) ), Passed, Yes, "[Or(x >= 1, And(Not(x <= 0), Not(y <= 1 + x)))]",  9,  22.95
12, fuzz_spec, ( ( y >= 0 && y > ( x - 20 ) ) ), Passed, Yes, "[y >= 0, Not(y <= -20 + x)]",  12,  25.58
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  11,  24.63
13, fuzz_spec, ( y >= ( 0 - 0 ) && ( x < ( y * x ) || x <= 2 ) ), Passed, Yes, "[y >= 0, Or(Not(x*y <= x), x <= 2)]",  14,  78.73
14, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.77
15, fuzz_spec, ( ( m < 1 && n >= ( 0 * 0 ) ) || n > ( 0 + m ) || n <= 0 ), Passed, Yes, "[Or(n <= 0, Not(n <= m), And(Not(1 <= m), n >= 0))]",  35,  183.31
16, fuzz_spec, ( n >= ( 0 * x ) || m >= 0 ), Failed, Yes, "[Or(m >= 0, n >= 0)]",  1,  1.33
17, fuzz_spec, ( x >= ( m - 1 ) || n <= 1 || ( m > ( 1 * x ) && x == x ) ), Failed, Yes, "[Or(n <= 1, x >= -1 + m, Not(m <= x))]",  2,  2.67
18, fuzz_spec, ( x <= n || ( m > n && m >= n ) ), Failed, Yes, "[Or(x <= n, And(Not(m <= n), m >= n))]",  12,  27.87
19, fuzz_spec, ( ( n > ( m * 1 ) || n <= 0 ) ), Passed, Yes, "[Or(Not(n <= m), n <= 0)]",  17,  40.02
20, fuzz_spec, ( ( x >= ( 0 * n ) || n > n ) && ( n >= ( 1 * n ) || m == 0 ) && m >= 0 ), Passed, Yes, "[x >= 0, m >= 0]",  19,  70.19
21, fuzz_spec, ( ( n >= ( 10000 * m ) || x < 1 ) ), Failed, Yes, "[Or(Not(1 <= x), n >= 10000*m)]",  6,  8.15
22, fuzz_spec, ( ( x < m || n >= n ) && ( x > ( x + n ) || m == ( 1 * 1 ) ) && ( n > ( n - 1 ) || m == ( m * 1 ) ) ), Failed, Yes, "[Or(Not(0 <= n), m == 1)]",  13,  22.57
