Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( ( x == ( 10000 * 0 ) || n <= ( x * n ) ) && ( x >= ( x + x ) || x <= ( n - 0 ) ) && x < ( 10000 - -10000 ) ), Failed, Yes, "None",  13,  125.64
103, fuzz_spec, ( ( x <= 0 || x <= ( 1 * 100 ) ) ), Passed, Yes, "[Or(x <= 0, x <= 100)]",  13,  79.98
104, fuzz_spec, ( ( n < ( n * 0 ) || n >= x ) && ( x == ( x - x ) || x <= x ) ), Passed, Yes, "[Or(Not(0 <= n), n >= x)]",  10,  53.84
105, fuzz_spec, ( ( n >= ( x * 1 ) || x < ( x - n ) ) ), Passed, Yes, "[Or(Not(n >= 0), n >= x)]",  9,  74.39
10, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.68
116, fuzz_spec, ( sn == x ), Passed, Yes, "[]",  10,  48.98
11, fuzz_spec, ( ( x >= ( x - 20 ) || x >= ( 0 + y ) ) && y >= x ), Failed, Yes, "[y >= x]",  11,  16.33
120, fuzz_spec, ( ( i < ( 8 + 1 ) || i == ( 1 + 1 ) ) && i == ( 1 + sn ) ), Failed, Yes, "[Or(Not(8 <= sn), sn == 1)]",  27,  619.16
128, fuzz_spec, ( ( x >= 1 && y == ( 1 * y ) ) || ( x > ( 1 - x ) && x < ( y - 1 ) ) ), Passed, Yes, "[Or(x >= 1, And(Not(x <= 0), Not(y <= 1 + x)))]",  9,  43.10
129, fuzz_spec, ( ( x >= 1 && y < ( 1 * x ) ) || x >= 1 || y >= 1 ), Passed, Yes, "[Or(And(x >= 1, Not(x <= y)), x >= 1, y >= 1)]",  8,  41.30
12, fuzz_spec, ( x < ( 20 + y ) || y > ( 20 - y ) ), Passed, Yes, "[Or(Not(y <= 10), Not(y <= -20 + x))]",  16,  40.47
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  9,  42.03
13, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.07
14, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.72
15, fuzz_spec, ( m <= ( 0 + 0 ) || n >= ( 1 + m ) || x >= ( 1 + x ) ), Passed, Yes, "[Or(n >= 1 + m, m <= 0)]",  25,  53.32
16, fuzz_spec, ( ( m >= ( x * 0 ) || m > n ) && ( x >= ( x * 0 ) || m == ( x - 1 ) ) && ( x < ( 1 + x ) || m >= n ) ), Passed, Yes, "[Or(m >= 0, Not(m <= n)), Or(x >= 0, m == -1 + x)]",  28,  105.89
17, fuzz_spec, ( m < n || ( x >= x && x > x ) || m >= x ), Failed, Yes, "[Or(Not(n <= m), m >= x)]",  11,  21.64
18, fuzz_spec, ( m >= 1 && ( m < ( -10000 * -10000 ) || m < 1 ) ), Failed, Yes, "None",  9,  14.73
