Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( x <= ( n + 0 ) || n < ( x - x ) ), Passed, Yes, "[Or(x <= n, Not(0 <= n))]",  13,  85.88
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  11,  35.76
104, fuzz_spec, ( n > ( 0 + x ) || x == n || x < ( 1 * 1 ) ), Passed, Yes, "[Or(Not(n <= x), x == n, Not(1 <= x))]",  14,  150.17
105, fuzz_spec, ( x <= 0 || n >= ( x + 0 ) ), Passed, Yes, "[Or(x <= 0, n >= x)]",  10,  79.19
10, fuzz_spec, ( ( y < x && x <= y ) || y == ( x - y ) || x >= x ), Failed, Yes, "[]",  12,  16.60
116, fuzz_spec, ( sn == 1 || ( x <= ( 1 - -1 ) && sn < sn ) || ( sn == x && x >= -1 ) ), Failed, Yes, "None",  8,  11.37
11, fuzz_spec, ( ( x > ( y * y ) || x > ( 0 * 0 ) ) && ( x <= y || y == ( x - y ) ) ), Failed, Yes, "[Or(Not(x <= 0), Not(x <= y*y)), Or(x <= y, 2*y == x)]",  8,  10.78
120, fuzz_spec, ( ( i >= ( 0 - sn ) && i == ( sn + 1 ) ) ), Failed, Yes, "[sn >= 0]",  12,  85.56
128, fuzz_spec, ( x >= 1 || ( x == ( x - y ) && x == 1 ) ), Passed, Yes, "[Or(x >= 1, And(y == 0, x == 1))]",  8,  33.37
129, fuzz_spec, ( x >= ( 1 * 1 ) ), Passed, Yes, "[x >= 1]",  9,  33.73
12, fuzz_spec, ( ( y < x && x <= y ) || y == ( x - y ) || x >= x ), Failed, Yes, "[]",  12,  16.62
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  9,  12.88
13, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.04
14, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.05
15, fuzz_spec, ( ( m <= ( 0 * x ) && n > ( n + 1 ) ) || ( m == ( 0 + m ) && x >= m ) ), Failed, Yes, "[x >= m]",  4,  5.45
16, fuzz_spec, ( ( m <= ( 1 + 1 ) || m == m ) && x <= ( 1 + n ) ), Failed, Yes, "[x <= 1 + n]",  23,  40.11
17, fuzz_spec, ( n >= ( x * n ) || m < n ), Failed, Yes, "[Or(n >= n*x, Not(n <= m))]",  9,  13.66
18, fuzz_spec, ( ( x > ( 1 - x ) || m > ( m * 1 ) ) && ( m < ( m + -10000 ) || m >= 1 ) ), Passed, Yes, "None",  11,  40.65
19, fuzz_spec, ( ( n >= ( m + x ) || x >= ( m * n ) ) ), Failed, Yes, "[Or(n >= m + x, x >= m*n)]",  22,  64.59
20, fuzz_spec, ( x >= ( m - m ) && m <= ( m + m ) ), Passed, Yes, "[x >= 0, m >= 0]",  31,  421.04
21, fuzz_spec, ( ( m >= n && x <= ( 1 * x ) ) || m == ( n + n ) ), Failed, Yes, "[Or(m >= n, m == 2*n)]",  5,  6.77
22, fuzz_spec, ( m == 1 ), Failed, Yes, "[]",  14,  23.54
28, fuzz_spec, ( ( x <= ( 0 + 0 ) && x == ( n * 0 ) ) || n <= ( x - 0 ) || ( x <= ( n + x ) && x >= 1 ) ), Passed, Yes, "[Or(And(x <= 0, x == 0), And(0 <= n, x >= 1), n <= x)]",  10,  20.49
29, fuzz_spec, ( n < ( x + 1 ) || ( n > 0 && x >= ( 0 + 0 ) ) ), Passed, Yes, "[Or(Not(x <= -1 + n), And(Not(n <= 0), x >= 0))]",  12,  91.53
2, fuzz_spec, ( ( y < ( 1000 + x ) || x < ( 1000 - y ) ) ), Failed, Yes, "[Or(Not(x <= -1000 + y), Not(-1*y <= -1000 + x))]",  16,  55.71
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  16,  41.07
35, fuzz_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  14,  38.81
36, fuzz_spec, ( ( c <= ( 40 - 0 ) && c >= ( c - c ) ) ), Passed, Yes, "[c <= 40, c >= 0]",  18,  96.34
37, fuzz_spec, ( ( c == ( c * c ) && c > ( 40 - 1 ) ) || c >= ( c - 0 ) || ( c == c && c <= ( 40 - 40 ) ) ), Passed, Yes, "[]",  8,  29.92
38, fuzz_spec, ( ( c <= ( n * 1 ) || n <= 0 ) && n >= n ), Failed, Yes, "[Or(c <= n, n <= 0)]",  4,  5.32
39, fuzz_spec, ( ( c <= ( n * 0 ) || n <= 1 ) && n >= n ), Failed, Yes, "[Or(c <= 0, n <= 1)]",  4,  5.33
3, fuzz_spec, ( ( y < ( z + 1 ) || x == ( x - x ) ) ), Passed, Yes, "[Or(Not(z <= -1 + y), x == 0)]",  22,  262.54
40, fuzz_spec, ( ( c > ( 0 + 1 ) && c < 1 ) || ( c <= ( c + 1 ) && n >= ( c + 1 ) ) ), Passed, Yes, "[Or(And(Not(c <= 1), Not(1 <= c)), n >= 1 + c)]",  8,  30.06
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  9,  31.47
4, fuzz_spec, ( x <= ( 1 - -10000 ) || ( y == ( z + z ) && z < 1 ) ), Failed, Yes, "None",  2,  2.66
51, fuzz_spec, ( c <= ( 4 + 0 ) && c <= c && c >= c ), Passed, Yes, "[c <= 4]",  16,  45.44
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  6.86
63, fuzz_spec, ( x <= ( 10 + 1 ) || ( y > ( 10 + x ) && x <= ( 10 - 0 ) ) || ( y > ( y * y ) && x >= y ) ), Failed, Yes, "[Or(x <= 11,
    And(Not(y <= 10 + x), x <= 10),
    And(Not(y <= y*y), x >= y))]",  14,  27.99
65, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.06
68, fuzz_spec, ( n >= ( x * 10000 ) || x <= ( 10000 + n ) ), Failed, Yes, "[Or(x <= 10000 + n, n >= 10000*x)]",  8,  11.22
70, fuzz_spec, ( n < ( x + n ) && ( y < ( n - 0 ) || x <= ( 1 + 0 ) ) ), Passed, Yes, "[Not(x <= 0), Or(Not(n <= y), x <= 1)]",  16,  80.82
74, fuzz_spec, ( ( z > ( 1 + y ) || z > 36 ) && c < ( 36 + y ) ), Failed, Yes, "[Or(Not(z <= 1 + y), Not(z <= 36)), Not(y <= -36 + c)]",  7,  9.82
77, fuzz_spec, ( x >= y ), Passed, Yes, "[x >= y]",  11,  16.85
79, fuzz_spec, ( y >= ( 0 * x ) || i >= 0 ), Failed, Yes, "[Or(i >= 0, y >= 0)]",  1,  0.24
7, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.00
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  5.38
83, fuzz_spec, ( x < ( x + y ) || x < 0 ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= 0))]",  16,  48.61
85, fuzz_spec, ( x <= ( -10000 - x ) || ( x <= y && y > ( 0 * -15000 ) ) ), Passed, Yes, "None",  10,  37.01
88, fuzz_spec, ( ( y < ( y + x ) && y < ( lock - 0 ) ) || y > x ), Failed, Yes, "[Or(And(Not(x <= 0), Not(lock <= y)), Not(y <= x))]",  8,  13.08
8, fuzz_spec, ( ( x < y || x < ( 10 * 0 ) ) ), Failed, Yes, "[Or(Not(y <= x), Not(0 <= x))]",  7,  9.39
96, fuzz_spec, ( ( x >= ( 0 - 1 ) || y <= y ) ), Failed, Yes, "[]",  7,  9.44
98, fuzz_spec, ( j < 0 || ( y >= ( y + 2 ) && i > ( x + 0 ) ) || y == y ), Failed, Yes, "[]",  7,  9.69
99, fuzz_spec, ( n == ( x + y ) ), Passed, Yes, "[]",  11,  65.24
9, fuzz_spec, ( ( x < y && y <= x ) || x == ( y - x ) || y >= y ), Failed, Yes, "[]",  12,  16.67
