Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( ( x < ( n + 1 ) || x <= ( -10000 * x ) ) ), Passed, Yes, "None",  11,  26.48
103, fuzz_spec, ( x <= ( 100 * 1 ) ), Passed, Yes, "[x <= 100]",  15,  78.59
104, fuzz_spec, ( x == ( 0 * 0 ) || x <= n ), Passed, Yes, "[Or(x <= n, x == 0)]",  11,  69.21
105, fuzz_spec, ( x == ( n * 0 ) || x <= ( n + 0 ) || ( n == ( x - 0 ) && n < ( 0 + n ) ) ), Passed, Yes, "[Or(x == 0, x <= n)]",  12,  103.26
10, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.01
116, fuzz_spec, ( ( sn == x && x == ( sn + 0 ) ) ), Passed, Yes, "[]",  12,  18.08
11, fuzz_spec, ( y == y ), Failed, Yes, "[]",  4,  5.36
120, fuzz_spec, ( i >= i && i <= ( 1 + 8 ) ), Failed, Yes, "[i <= 9]",  19,  94.01
128, fuzz_spec, ( x >= 1 ), Passed, Yes, "[x >= 1]",  10,  36.48
129, fuzz_spec, ( x >= ( 1 * 1 ) ), Passed, Yes, "[x >= 1]",  9,  33.44
12, fuzz_spec, ( y <= ( y - y ) || x >= ( 0 * x ) ), Failed, Yes, "[Or(y <= 0, x >= 0)]",  2,  2.72
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  9,  32.08
13, fuzz_spec, ( y > ( x * y ) || y <= ( y + x ) ), Failed, Yes, "[Or(Not(y <= x*y), 0 <= x)]",  3,  4.07
14, fuzz_spec, ( x > ( y * x ) || x <= ( x + y ) ), Failed, Yes, "[Or(Not(x <= x*y), 0 <= y)]",  3,  4.02
15, fuzz_spec, ( m <= ( 1 - 1 ) ), Failed, Yes, "[m <= 0]",  14,  31.25
16, fuzz_spec, ( ( x < n || m >= n ) ), Failed, Yes, "[Or(Not(n <= x), m >= n)]",  24,  68.16
17, fuzz_spec, ( x >= ( m - 1 ) || n <= 1 || ( m > ( 1 * x ) && x == x ) ), Failed, Yes, "[Or(n <= 1, x >= -1 + m, Not(m <= x))]",  2,  2.71
18, fuzz_spec, ( x == ( m - -10000 ) || ( x > -10000 && n < ( n + m ) ) || ( m <= -10000 && n <= -10000 ) ), Failed, Yes, "None",  11,  19.41
19, fuzz_spec, ( m < ( 1 + 1 ) ), Failed, Yes, "[Not(2 <= m)]",  18,  31.18
20, fuzz_spec, ( x >= 0 && m >= ( m * 0 ) ), Passed, Yes, "[x >= 0, m >= 0]",  18,  279.74
21, fuzz_spec, ( ( n >= ( 10000 * 10000 ) || n <= n ) ), Failed, Yes, "[]",  3,  4.04
22, fuzz_spec, ( ( n <= 1 || x <= ( n * 1 ) ) ), Failed, Yes, "[Or(n <= 1, x <= n)]",  26,  166.82
28, fuzz_spec, ( x == ( n * 0 ) || ( x >= ( 0 + x ) && x == ( n + 0 ) ) || ( x >= ( 0 + 0 ) && x > ( 0 * 0 ) ) ), Passed, Yes, "[Or(x == 0, x == n, And(x >= 0, Not(x <= 0)))]",  10,  19.42
29, fuzz_spec, ( ( x >= 0 && n >= x ) || n < ( 0 * n ) || x > ( 0 + 0 ) ), Passed, Yes, "[Or(Not(0 <= n), And(x >= 0, n >= x), Not(x <= 0))]",  11,  30.55
2, fuzz_spec, ( ( x > ( 1000 - -10000 ) || y <= ( 1000 - y ) ) ), Failed, Yes, "None",  27,  188.76
30, fuzz_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x >= 0, x == 100)]",  13,  37.24
