Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
101, fuzz_spec, ( ( n == ( 1 * x ) && x <= ( x - n ) ) || n >= x || n < ( x * 0 ) ), Passed, Yes, "[Or(And(n == x, n <= 0), n >= x, Not(0 <= n))]",  13,  127.44
103, fuzz_spec, ( x <= 100 || ( x == ( 100 + x ) && x > ( x - 100 ) ) ), Passed, Yes, "[x <= 100]",  12,  27.77
104, fuzz_spec, ( ( x <= n && x > ( 0 - 0 ) ) || x <= ( x * 0 ) || x <= n ), Passed, Yes, "[Or(x <= n, x <= 0, And(x <= n, Not(x <= 0)))]",  9,  28.38
105, fuzz_spec, ( ( x <= 0 || n >= ( x - 0 ) ) ), Passed, Yes, "[Or(x <= 0, n >= x)]",  9,  25.40
10, fuzz_spec, ( ( y < ( 0 + y ) || y >= ( x - 2 ) ) && ( y >= ( 2 + y ) || x < ( 4 + y ) ) ), Passed, Yes, "[y >= -2 + x, Not(y <= -4 + x)]",  18,  49.84
116, fuzz_spec, ( ( sn == x && sn > ( -1 + x ) ) ), Passed, Yes, "None",  10,  26.96
11, fuzz_spec, ( x < ( y + 20 ) ), Passed, Yes, "[Not(y <= -20 + x)]",  16,  67.21
128, fuzz_spec, ( ( x >= 1 && y < ( 1 * x ) ) || x >= 1 || y >= 1 ), Passed, Yes, "[Or(And(x >= 1, Not(x <= y)), x >= 1, y >= 1)]",  8,  21.70
129, fuzz_spec, ( x >= 1 || ( y >= 1 && x < ( x * 1 ) ) ), Passed, Yes, "[x >= 1]",  8,  21.32
12, fuzz_spec, ( ( x < y || x < ( 20 + y ) ) && y <= y ), Passed, Yes, "[Or(Not(y <= x), Not(y <= -20 + x))]",  12,  30.03
133, fuzz_spec, ( x == ( n * 1 ) || ( x <= x && n > ( x * 1 ) ) || ( n == ( 1 - 1 ) && x == ( x + 1 ) ) ), Passed, Yes, "[Or(x == n, Not(n <= x))]",  9,  22.64
13, fuzz_spec, ( y >= ( x - 2 ) || ( x == ( x + y ) && x > ( 4 + x ) ) ), Passed, Yes, "[y >= -2 + x]",  13,  34.55
14, fuzz_spec, ( ( y > 0 && y == ( x * 4 ) ) || x <= ( 2 + y ) || ( x < ( 4 * y ) && y <= y ) ), Passed, Yes, "[Or(x <= 2 + y, And(Not(y <= 0), y == 4*x), Not(4*y <= x))]",  19,  50.85
15, fuzz_spec, ( ( m < ( n + 0 ) && x == ( 1 * x ) ) || n <= ( 0 + 0 ) || ( n >= ( m + m ) && n >= ( 0 * x ) ) ), Passed, Yes, "[Or(Not(n <= m), n <= 0, And(n >= 2*m, n >= 0))]",  28,  90.28
16, fuzz_spec, ( ( m >= ( m * 0 ) && m <= ( x + x ) ) ), Passed, Yes, "[m >= 0, m <= 2*x]",  13,  33.07
17, fuzz_spec, ( ( m <= ( 1 * 1 ) && n > ( x - n ) ) || ( n < ( 1 + 1 ) && n <= ( 1 + 1 ) ) || n >= ( 1 + m ) ), Passed, Yes, "[Or(n >= 1 + m,
    And(Not(2 <= n), n <= 2),
    And(m <= 1, Not(2*n <= x)))]",  21,  133.49
19, fuzz_spec, ( ( x > ( m * m ) && x == ( x + x ) ) || n < ( 0 + 1 ) || ( n > ( m * 0 ) && n > ( 1 * m ) ) ), Passed, Yes, "[Or(Not(1 <= n),
    And(Not(n <= 0), Not(n <= m)),
    And(Not(x <= m*m), x == 0))]",  21,  70.12
20, fuzz_spec, ( ( x >= ( x * 0 ) || m <= 0 ) && x >= ( m * 0 ) && ( m == ( n + x ) || n <= ( n + m ) ) ), Passed, Yes, "[x >= 0, Or(m == n + x, 0 <= m)]",  26,  166.54
41, fuzz_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  20.16
4, fuzz_spec, ( y <= z || ( x == ( x * 500 ) && x == ( x - 0 ) ) || ( x > ( 10000 * x ) && x == ( 0 - x ) ) ), Passed, Yes, "[Or(y <= z, x == 0, And(Not(x >= 0), x == 0))]",  13,  231.18
51, fuzz_spec, ( c <= ( 4 + 0 ) && c <= c && c >= c ), Passed, Yes, "[c <= 4]",  16,  37.47
54, fuzz_spec, ( ( n > c && c >= 0 ) ), Passed, Yes, "[Not(n <= c), c >= 0]",  5,  16.04
63, fuzz_spec, ( x <= 10 || ( y < x && y == ( 0 * 10 ) ) ), Passed, Yes, "[Or(x <= 10, And(Not(x <= y), y == 0))]",  16,  99.76
70, fuzz_spec, ( ( x <= ( 0 + n ) && n >= ( x * x ) ) || x <= ( 0 + 1 ) || n > ( y - 0 ) ), Passed, Yes, "[Or(And(x <= n, n >= x*x), x <= 1, Not(n <= y))]",  19,  82.17
74, fuzz_spec, ( ( y < ( z - 127 ) && y > ( 1 + 1 ) ) ), Passed, Yes, "[Not(z <= 127 + y), Not(y <= 2)]",  11,  32.82
77, fuzz_spec, ( x >= y ), Passed, Yes, "[x >= y]",  12,  27.46
79, fuzz_spec, ( ( x < ( 1 + x ) && i >= 0 ) || ( y < ( x * 0 ) && x >= 0 ) ), Passed, Yes, "[Or(i >= 0, And(Not(0 <= y), x >= 0))]",  21,  39.47
80, fuzz_spec, ( y <= x ), Passed, Yes, "[y <= x]",  4,  14.45
